isin,gvkey,year,quarter,cc_expo_ew,cc_risk_ew,cc_pos_ew,cc_neg_ew,cc_sent_ew
MHY6476W1049,111839.0,2005,4,0.001170503,0.000390168,0.0,-0.000780336,-0.000780336
MHY8565J1010,176259.0,2013,3,0.000608273,0.0,0.0,0.0,0.0
MX01AC100006,250684.0,2007,1,0.000575705,0.0,0.0,0.0,0.0
MX01GC2M0006,31207.0,2024,3,0.003575077,0.0,0.002553626,0.0,0.002553626
MX01GI000030,202569.0,2024,2,0.009809933,0.0,0.003678725,0.0,0.003678725
MX01KO000002,28844.0,2018,4,0.000678196,0.0,0.0,0.0,0.0
MX01LA010006,289110.0,2019,2,0.000848896,0.0,0.0,0.0,0.0
MXCFTE0B0005,315140.0,2022,4,0.000733676,0.0,0.0,0.0,0.0
MXP200821413,201300.0,2012,1,0.003351955,0.0,0.003351955,0.0,0.003351955
NGSEPLAT0008,317429.0,2023,3,0.002446184,0.0,0.003424658,-0.000489237,0.002935421
NL0000009082,61440.0,2017,1,0.000329056,0.0,0.000329056,0.0,0.000329056
NL0000303709,15598.0,2004,2,0.00036914,0.0,0.0,0.0,0.0
NL0000360618,100778.0,2017,3,0.00059453,0.0,0.0,0.0,0.0
NL0000687663,176092.0,2012,3,0.00142315,0.000474383,0.000474383,-0.000474383,0.0
NL0009347863,211594.0,2005,3,0.000404858,0.0,0.0,0.0,0.0
NL0009434992,294524.0,2021,4,0.005828221,0.000613497,0.000920245,-0.001840491,-0.000920245
NL0009739416,112116.0,2012,3,0.000313775,0.0,0.0,0.0,0.0
NL0009739416,112116.0,2016,3,0.000337041,0.0,0.0,0.0,0.0
NL0010395208,205868.0,2008,1,0.002164502,0.0,0.0004329,-0.00021645,0.00021645
NL0010773842,260840.0,2022,3,0.002241315,0.000373552,0.000373552,0.0,0.000373552
NL0011794037,23667.0,2022,2,0.000634719,0.00031736,0.0,-0.00031736,-0.00031736
NL0011821202,15617.0,2019,4,0.000904364,0.0,0.000113045,0.0,0.000113045
NL0011872643,15512.0,2021,3,0.000319898,0.000319898,0.0,0.0,0.0
NL0013267909,15334.0,2023,1,0.00187567,0.0,0.001339764,-0.000267953,0.001071811
NL0013332471,273052.0,2020,4,0.007407407,0.0,0.001975309,-0.001975309,0.0
NO0003028904,208224.0,2015,2,0.000530786,0.0,0.0,0.0,0.0
NO0003733800,100913.0,2006,2,0.005141388,0.0,0.0,0.0,0.0
NO0004822503,205120.0,2018,3,0.00177305,0.0,0.0,0.0,0.0
NO0010063308,221612.0,2013,2,0.000784006,0.0,0.000784006,0.0,0.000784006
NO0010096985,220546.0,2011,4,0.000778513,0.0,0.000778513,0.0,0.000778513
NO0010208051,264351.0,2020,4,0.004574042,0.0,0.002287021,-0.001143511,0.001143511
NO0010582521,296091.0,2012,3,0.000532481,0.0,0.000532481,0.0,0.000532481
NO0010663669,317929.0,2021,3,0.00286533,0.0,0.00095511,0.0,0.00095511
NO0010715394,318203.0,2019,3,0.00416941,0.0,0.001316656,-0.000658328,0.000658328
NO0010809783,330058.0,2023,1,0.002475248,0.0,0.0,0.0,0.0
NO0010815673,326864.0,2023,4,0.003496503,0.0,0.001165501,0.0,0.001165501
NZAIRE0001S2,102234.0,2020,3,0.000300571,0.0,0.0,0.0,0.0
NZAPTE0001S3,226676.0,2020,3,0.000746826,0.0,0.0,0.0,0.0
NZXROE0001S2,284844.0,2014,4,0.000532198,0.0,0.0,-0.000532198,-0.000532198
PA1436583006,13498.0,2017,1,0.000651678,0.0,0.000325839,0.0,0.000325839
PAP310761054,165678.0,2013,1,0.000914077,0.0,0.000914077,0.0,0.000914077
PG0008579883,205355.0,2017,3,0.002668802,0.001334401,0.00053376,-0.001334401,-0.000800641
PLBPH0000019,206518.0,2011,4,0.000400641,0.0,0.000400641,0.0,0.000400641
PLCFRPT00013,288766.0,2023,1,0.01910828,0.001061571,0.010261854,-0.001769285,0.008492569
PLPEKAO00016,220161.0,2012,4,0.000608273,0.0,0.0,0.0,0.0
PLPKN0000018,232743.0,2020,4,0.005441633,0.0,0.000172652,-0.001233403,-0.001060751
PTEDP0AM0009,64910.0,2012,2,0.010818438,0.001411101,0.001411101,-0.004703669,-0.003292568
QA0007227737,135709.0,2015,4,0.000496278,0.0,0.000496278,-0.000496278,0.0
RU0005344356,147202.0,2008,2,0.001083424,0.0,0.0,0.0,0.0
RU0009084396,206619.0,2020,4,0.004593176,0.0,0.00328084,-0.001968504,0.001312336
RU000A0JSQ90,323578.0,2020,4,0.000466418,0.0,0.000466418,0.0,0.000466418
SE0000108656,4439.0,2008,1,0.000475727,0.0,0.0,0.0,0.0
SE0000667891,19591.0,2014,1,0.00106383,0.00035461,0.0,0.0,0.0
SE0000695876,251921.0,2016,4,0.000289101,0.0,0.0,-0.000289101,-0.000289101
SE0001664707,276647.0,2022,2,0.002610966,0.0,0.001305483,0.0,0.001305483
SE0006509949,319197.0,2021,2,0.001568627,0.0,0.000784314,-0.000784314,0.0
SE0007100581,223492.0,2015,4,0.00076599,0.0,0.00076599,0.0,0.00076599
SE0007100599,15654.0,2015,1,0.000492126,0.0,0.000492126,0.0,0.000492126
SE0007100599,15654.0,2020,2,0.000412031,0.0,0.0,0.0,0.0
SE0009663826,323843.0,2023,2,0.001313485,0.0,0.0,0.0,0.0
SE0011090018,100744.0,2004,1,0.00100452,0.0,0.0,0.0,0.0
SG1J26887955,241904.0,2014,4,0.000943396,0.0,0.000943396,0.0,0.000943396
SG1M77906915,256078.0,2022,1,0.004103967,0.0,0.001367989,0.0,0.001367989
SG1V61937297,100713.0,2022,2,0.001953761,0.0,0.0,0.0,0.0
SGXE65760014,272365.0,2022,3,0.000174338,0.0,0.0,-0.000523013,-0.000523013
TH0450010Y08,204815.0,2024,2,0.000645995,0.0,0.0,0.0,0.0
TH0554010Z06,212386.0,2014,4,0.000184502,0.0,0.0,-0.000184502,-0.000184502
TRETTLK00013,288862.0,2024,2,0.002205118,0.0,0.001471622,0.0,0.001471622
TW0002412004,241159.0,2012,1,0.000368053,0.0,0.000368053,0.0,0.000368053
TW0002412004,241159.0,2024,4,0.002294894,0.0,0.000573723,0.0,0.000573723
TW0003529004,288382.0,2024,4,0.001939864,0.0,0.000969932,-0.000969932,0.0
TW0006488000,318603.0,2022,3,0.00367242,0.0,0.000734484,-0.001468968,-0.000734484
US00138L1089,38929.0,2021,3,0.001471309,0.0,0.0,0.0,0.0
US00206R1023,9899.0,2024,1,0.000292997,0.0,0.000292997,0.0,0.000292997
US0042251084,141846.0,2007,4,0.00043535,0.0,0.00043535,0.0,0.00043535
US0042251084,141846.0,2012,3,0.002504472,0.0,0.001788909,-0.001073345,0.000715564
US0048481073,24912.0,2020,1,0.000791766,0.0,0.000791766,0.0,0.000791766
US0050941071,122536.0,2011,1,0.0004995,0.0,0.0004995,0.0,0.0004995
US00738A1060,30576.0,2010,2,0.00033456,0.0,0.0,0.0,0.0
US00754E1073,23616.0,2008,2,0.000702741,0.0,0.0,0.0,0.0
US00760J1088,65286.0,2009,1,0.000909091,0.0,0.0,0.0,0.0
US00770F1049,5978.0,2018,1,0.000863309,0.00028777,0.000863309,-0.00028777,0.00057554
US00784D1037,35161.0,2016,3,0.000856531,0.0,0.0,0.0,0.0
US0080731088,176362.0,2017,2,0.002820874,0.000282087,0.003385049,-0.001692525,0.001692525
US0116591092,1230.0,2016,2,0.000308642,0.0,0.000617284,0.0,0.000617284
US01167P1012,126555.0,2002,2,0.000419287,0.0,0.0,0.0,0.0
US0138721065,27638.0,2020,2,0.000682905,0.0,0.00045527,-0.00045527,0.0
US01675A1097,39546.0,2023,2,0.001102536,0.0,0.0,-0.000367512,-0.000367512
US0185811082,143974.0,2024,3,0.000304044,0.0,0.000304044,0.0,0.000304044
US01881G1067,14592.0,2021,2,0.000744325,0.0,0.0,0.0,0.0
US01903Q1085,116004.0,2003,3,0.000382117,0.0,0.0,0.0,0.0
US0193301092,5520.0,2022,4,0.001207001,0.0,0.0006035,-0.0006035,0.0
US02318Y1082,19989.0,2018,4,0.00232423,0.0,0.001743173,0.0,0.001743173
US0234361089,30612.0,2009,4,0.000288351,0.0,0.000576701,-0.000576701,0.0
US0236081024,10860.0,2016,3,0.011647825,0.0,0.007536828,-0.001712915,0.005823912
US02361E1082,185128.0,2020,2,0.004805382,0.0,0.002883229,0.0,0.002883229
US0287401089,1533.0,2010,3,0.00149925,0.0,0.0,0.0,0.0
US02874P1030,115757.0,2020,1,0.000385505,0.0,0.000385505,0.0,0.000385505
US0292271055,26126.0,2018,1,0.000404367,0.0,0.0,0.0,0.0
US0293261055,60983.0,2019,3,0.000729927,0.0,0.0,0.0,0.0
US0301112076,24795.0,2015,2,0.016354208,0.000398883,0.003589948,-0.002792182,0.000797766
US0326541051,1632.0,2012,4,0.001503307,0.0,0.002405292,-0.001202646,0.001202646
US0346631049,1655.0,2008,2,0.001953125,0.000976563,0.000488281,-0.001464844,-0.000976563
US03475V1017,264387.0,2022,3,0.000328299,0.0,0.000328299,0.0,0.000328299
US0376123065,184254.0,2012,4,0.00071736,0.00035868,0.0,-0.00035868,-0.00035868
US03815U2015,106126.0,2020,4,0.000699545,0.0,0.000699545,-0.000349773,0.000349773
US0381692070,146738.0,2024,3,0.002388915,0.0,0.000477783,0.0,0.000477783
US03957W1062,65009.0,2013,3,0.00134499,0.0,0.000672495,0.0,0.000672495
US0396531008,328795.0,2024,4,0.003660322,0.0,0.002196193,0.0,0.002196193
US03965L1008,28192.0,2005,2,0.001903553,0.0,0.000317259,-0.000634518,-0.000317259
US03990B1017,20412.0,2023,2,0.000258665,0.0,0.0,0.0,0.0
US0434361046,144640.0,2020,4,0.00281558,0.000938527,0.000938527,-0.000938527,0.0
US0436355079,166460.0,2011,3,0.006354708,0.0,0.005199307,0.0,0.005199307
US04518A1043,132518.0,2011,4,0.000389257,0.0,0.0,0.0,0.0
US04621X1081,157057.0,2018,4,0.001414927,0.0,0.001768659,-0.000707464,0.001061196
US0495601058,4383.0,2012,1,0.001461276,0.0,0.000487092,-0.000487092,0.0
US05278C1071,19295.0,2021,4,0.00255102,0.0,0.001020408,-0.000510204,0.000510204
US05329W1027,9063.0,2003,2,0.000865426,0.0,0.000432713,-0.000865426,-0.000432713
US05335B1008,119173.0,2009,4,0.000434405,0.0,0.0,0.0,0.0
US05367P1003,27925.0,2019,2,0.000891001,0.0,0.000297,0.0,0.000297
US0537741052,3278.0,2007,2,0.000555093,0.0,0.000832639,0.0,0.000832639
US05379B1070,11304.0,2004,1,0.005718954,0.0,0.002042484,-0.000816993,0.00122549
US05379B1070,11304.0,2010,2,0.004307251,0.0,0.002153625,0.0,0.002153625
US0545402085,137602.0,2007,2,0.001399907,0.0,0.000933271,0.0,0.000933271
US05465P1012,34342.0,2021,3,0.001101726,0.0,0.0,0.0,0.0
US05544A1097,20044.0,2018,3,0.000648929,0.0,0.0,-0.000648929,-0.000648929
US05550J1016,33718.0,2020,2,0.000280112,0.0,0.000280112,0.0,0.000280112
US0565251081,1968.0,2012,3,0.001854427,0.0,0.000463607,0.0,0.000463607
US0567521085,164532.0,2012,3,0.000673174,0.0,0.000336587,0.0,0.000336587
US06652V2088,61487.0,2024,2,0.000409668,0.0,0.000409668,-0.000409668,0.0
US0736851090,160598.0,2021,4,0.000300481,0.0,0.0,0.0,0.0
US0846801076,137351.0,2014,2,0.001042209,0.0,0.001563314,0.0,0.001563314
US08579W1036,180483.0,2022,4,0.001537279,0.0,0.00076864,0.0,0.00076864
US08579X1019,13431.0,2024,4,0.006378455,0.0,0.004252303,0.0,0.004252303
US08653C1062,29378.0,2019,3,0.000549753,0.0,0.001099505,0.0,0.001099505
US0893021032,12123.0,2009,3,0.000604047,0.0,0.000906071,0.0,0.000906071
US0903194019,264510.0,2008,2,0.001689189,0.0,0.0,0.0,0.0
US09058V1035,29837.0,2021,1,0.000481696,0.0,0.0,0.0,0.0
US0906721065,179441.0,2015,2,0.001307759,0.0,0.00087184,0.0,0.00087184
US0995021062,185881.0,2022,4,0.001340483,0.000670241,0.000670241,-0.001005362,-0.000335121
US1014051080,164408.0,2011,2,0.000542005,0.0,0.000271003,0.0,0.000271003
US11120U1051,18383.0,2021,3,0.000331565,0.0,0.0,0.0,0.0
US11133T1034,176928.0,2024,3,0.000638366,0.0,0.0,0.0,0.0
US11161T2078,179249.0,2011,4,0.009667025,0.001074114,0.004296455,-0.001611171,0.002685285
US1116213067,120774.0,2015,1,0.000301205,0.0,0.0,0.0,0.0
US1156372096,2435.0,2013,1,0.000270563,0.0,0.000270563,0.0,0.000270563
US1170431092,2444.0,2016,4,0.000302939,0.0,0.000302939,0.0,0.000302939
US12514G1085,28320.0,2018,2,0.000276091,0.0,0.0,0.0,0.0
US12514V2043,282553.0,2012,2,0.008072175,0.0,0.003323837,-0.003323837,0.0
US1255231003,2547.0,2012,1,0.00020024,0.0,0.0,0.0,0.0
US12601V1098,29900.0,2004,1,0.000442087,0.0,0.0,0.0,0.0
US12618T1051,109919.0,2013,4,0.000754717,0.0,0.0,0.0,0.0
US12618T1051,109919.0,2021,2,0.001299827,0.0,0.001733102,0.0,0.001733102
US1266331065,186139.0,2018,1,0.001712329,0.0,0.0,-0.001712329,-0.001712329
US1266331065,186139.0,2023,2,0.003249391,0.0,0.0,0.0,0.0
US1266381052,39127.0,2023,1,0.000911993,0.0,0.000455996,-0.000455996,0.0
US1273871087,13421.0,2023,3,0.000271223,0.0,0.0,0.0,0.0
US12738T1007,175483.0,2012,2,0.001198083,0.000399361,0.001996805,-0.001996805,0.0
US13054D1090,138321.0,2002,3,0.000483793,0.0,0.0,0.0,0.0
US13123E5006,156613.0,2014,2,0.001388889,0.0,0.001041667,0.0,0.001041667
US13803R3003,37576.0,2024,4,0.005273566,0.0,0.0,-0.001318392,-0.001318392
US14149Y1082,2751.0,2021,4,0.001447178,0.0,0.0,0.0,0.0
US1474481041,65702.0,2017,2,0.001861504,0.000744602,0.002233805,0.0,0.002233805
US1475281036,2807.0,2020,4,0.000283849,0.0,0.0,0.0,0.0
US14964U1088,177225.0,2009,4,0.000802783,0.0,0.000535189,0.0,0.000535189
US1508701034,162254.0,2014,3,0.000456413,0.0,0.0,0.0,0.0
US1510201049,13599.0,2012,1,0.000220946,0.0,0.0,0.0,0.0
US1510201049,13599.0,2015,2,0.00023015,0.0,0.0,-0.000460299,-0.000460299
US15643U1043,112759.0,2006,2,0.007305936,0.0,0.001826484,-0.001826484,0.0
US1591791009,17811.0,2021,4,0.000410172,0.000410172,0.0,0.0,0.0
US1597651066,65850.0,2007,4,0.000448833,0.0,0.000448833,0.0,0.000448833
US1630751048,20128.0,2015,2,0.001002004,0.0,0.0,0.0,0.0
US16359R1032,2960.0,2015,2,0.001837391,0.0,0.0,-0.000918695,-0.000918695
US1638511089,22741.0,2020,2,0.000335345,0.0,0.0,0.0,0.0
US1686151028,27981.0,2012,4,0.000321337,0.0,0.0,0.0,0.0
US1689051076,65430.0,2009,4,0.000401284,0.0,0.000401284,0.0,0.000401284
US1694671074,30618.0,2010,3,0.000397614,0.0,0.0,0.0,0.0
US16951C1080,185525.0,2012,1,0.052097741,0.0,0.029506685,-0.011526049,0.017980636
US1718715022,3036.0,2012,1,0.000521105,0.0,0.000521105,0.0,0.000521105
US17243V1026,177108.0,2010,4,0.001101322,0.0,0.0,0.0,0.0
US1773761002,61676.0,2010,3,0.000452591,0.000226296,0.0,0.0,0.0
US1858602022,39352.0,2012,1,0.000384025,0.0,0.0,0.0,0.0
US1858991011,3107.0,2009,1,0.000372856,0.0,0.000372856,0.0,0.000372856
US1858991011,3107.0,2017,1,0.000947568,0.0,0.000631712,0.0,0.000631712
US1858991011,3107.0,2023,4,0.012239902,0.000815993,0.00122399,-0.000815993,0.000407997
US1890541097,3121.0,2007,1,0.000252653,0.0,0.0,0.0,0.0
US18915M1071,35604.0,2024,3,0.000614439,0.0,0.0,-0.00030722,-0.00030722
US19075F3047,184040.0,2011,3,0.002290951,0.0,0.001145475,-0.000572738,0.000572738
US19247A1007,266214.0,2013,4,0.000553097,0.0,0.000553097,0.0,0.000553097
US2033491059,3265.0,2004,4,0.000603136,0.0,0.001206273,0.0,0.001206273
US20451Q1040,166368.0,2010,2,0.000564016,0.0,0.0,0.0,0.0
US20461S1087,146313.0,2009,3,0.004366812,0.0,0.003572846,-0.000793966,0.002778881
US2056381096,26011.0,2006,1,0.00040016,0.0,0.0,0.0,0.0
US2057683029,34010.0,2022,3,0.002816901,0.0,0.000804829,0.0,0.000804829
US2067041085,32098.0,2020,1,0.000491906,0.0,0.0,0.0,0.0
US2074101013,13623.0,2006,2,0.000376506,0.0,0.000376506,0.0,0.000376506
US20855T1007,23537.0,2018,3,0.001584786,0.000316957,0.000633914,0.0,0.000633914
US21036P1084,2710.0,2005,4,0.000350631,0.000350631,0.0,0.0,0.0
US2168311072,3502.0,2004,2,0.000354233,0.0,0.0,0.0,0.0
US21870U5020,165209.0,2015,1,0.001976285,0.000658762,0.0,-0.000658762,-0.000658762
US2187251093,133985.0,2003,2,0.000629723,0.0,0.000629723,0.0,0.000629723
US22160N1090,112111.0,2010,2,0.000250063,0.0,0.0,-0.000500125,-0.000500125
US2227951066,3562.0,2006,1,0.000309023,0.0,0.0,0.0,0.0
US2254471012,27794.0,2003,3,0.000884956,0.0,0.000884956,-0.000294985,0.000589971
US2254471012,27794.0,2010,2,0.004266667,0.0,0.005333333,0.0,0.005333333
US22765D4079,125276.0,2012,2,0.00030525,0.0,0.0,0.0,0.0
US2283681060,3619.0,2013,4,0.000328515,0.0,0.0,0.0,0.0
US2310211063,3650.0,2019,3,0.002746498,0.00027465,0.000823949,-0.00027465,0.0005493
US23131L1070,22439.0,2018,4,0.000284495,0.0,0.0,0.0,0.0
US23247W1045,17692.0,2014,3,0.000644745,0.0,0.0,0.0,0.0
US23305L2060,28071.0,2018,4,0.000566572,0.0,0.0,0.0,0.0
US2332931094,3814.0,2005,1,0.003296251,0.000412031,0.0,-0.000412031,-0.000412031
US2372661015,30651.0,2016,3,0.003405995,0.0,0.001021798,-0.000681199,0.000340599
US2372661015,30651.0,2018,2,0.00103377,0.0,0.0,0.0,0.0
US2376901029,3761.0,2017,2,0.005941771,0.0,0.001782531,-0.000594177,0.001188354
US2383371091,60923.0,2015,2,0.000217486,0.0,0.000217486,0.0,0.000217486
US24703L2025,14489.0,2017,3,0.000575209,0.0,0.000287604,0.0,0.000287604
US24703L2025,14489.0,2018,1,0.00029985,0.0,0.0,0.0,0.0
US24703L2025,14489.0,2021,1,0.000295683,0.0,0.000295683,0.0,0.000295683
US2473617023,3851.0,2007,4,0.000304878,0.0,0.0,0.0,0.0
US25179M1036,14934.0,2024,1,0.000872854,0.0,0.0,0.0,0.0
US2527843013,160706.0,2023,3,0.00034118,0.0,0.0,0.0,0.0
US2537981027,16710.0,2023,4,0.000898473,0.0,0.000898473,0.0,0.000898473
US25388B1044,113362.0,2002,3,0.000913242,0.0,0.0,-0.000456621,-0.000456621
US2544231069,24291.0,2015,2,0.000524659,0.0,0.000524659,0.0,0.000524659
US2544231069,24291.0,2023,3,0.00130166,0.0,0.00065083,-0.000325415,0.000325415
US25470M1099,60900.0,2016,4,0.001677149,0.000419287,0.000419287,-0.000419287,0.0
US25614C1080,113372.0,2009,4,0.000630517,0.0,0.0,0.0,0.0
US25659T1079,162354.0,2022,3,0.000755287,0.0,0.0,0.0,0.0
US2567431059,66061.0,2012,1,0.001675042,0.0,0.001116695,0.0,0.001116695
US2575541055,33603.0,2023,2,0.001648805,0.0,0.0,0.0,0.0
US2575592033,176760.0,2016,3,0.000677966,0.0,0.0,0.0,0.0
US2578672006,4040.0,2016,2,0.000750188,0.0,0.001875469,0.0,0.001875469
US25960R1059,184258.0,2015,1,0.00424854,0.0,0.00212427,-0.001062135,0.001062135
US2600031080,4058.0,2023,1,0.003575259,0.0,0.001072578,-0.000357526,0.000715052
US26433B1070,178453.0,2010,1,0.000421763,0.0,0.000843526,0.0,0.000843526
US26443V1017,26335.0,2015,4,0.000426257,0.0,0.000852515,-0.000426257,0.000426257
US2674751019,4115.0,2004,4,0.000634719,0.0,0.0,0.0,0.0
US26852W1036,178093.0,2014,1,0.000482859,0.0,0.0,0.0,0.0
US26969P1084,30032.0,2007,4,0.000839983,0.0,0.0,-0.000419992,-0.000419992
US2772761019,4193.0,2018,1,0.000333667,0.0,0.0,0.0,0.0
US2787681061,179202.0,2018,2,0.000399361,0.0,0.000399361,0.0,0.000399361
US2787681061,179202.0,2023,2,0.000899281,0.0,0.00044964,0.0,0.00044964
US28035Q1022,133367.0,2003,4,0.001436266,0.0,0.000718133,0.0,0.000718133
US28238P1093,174389.0,2007,1,0.000837872,0.0,0.000418936,0.0,0.000418936
US2836778546,4241.0,2014,1,0.007867607,0.0,0.001356484,-0.001899078,-0.000542594
US2837021086,178863.0,2011,3,0.005139501,0.000734214,0.001468429,0.0,0.001468429
US2852291002,4274.0,2008,3,0.001111111,0.0,0.000555556,0.0,0.000555556
US29076N2062,114698.0,2016,4,0.000833681,0.0,0.0,0.0,0.0
US29078E1055,174130.0,2007,4,0.00034118,0.0,0.0,0.0,0.0
US29084Q1004,6223.0,2023,2,0.010022632,0.0,0.008082768,-0.000323311,0.007759457
US29084Q1004,6223.0,2024,3,0.002860207,0.0,0.002502681,-0.001430104,0.001072578
US29101U4076,184742.0,2014,3,0.003362475,0.0,0.0,-0.00134499,-0.00134499
US2921041065,170714.0,2019,4,0.002047782,0.0,0.000341297,-0.000341297,0.0
US2924752098,4340.0,2009,1,0.00029146,0.0,0.0,-0.00029146,-0.00029146
US29260V1052,33913.0,2021,3,0.000652103,0.000326052,0.000652103,0.0,0.000652103
US29272C1036,19977.0,2019,3,0.000550055,0.0,0.000550055,0.0,0.000550055
US29275Y1029,160893.0,2024,2,0.008883249,0.000317259,0.007931472,-0.001269036,0.006662437
US29278N1037,141720.0,2016,3,0.000594884,0.0,0.000594884,0.0,0.000594884
US29283F1030,39526.0,2023,2,0.001047852,0.0,0.001047852,-0.000698568,0.000349284
US29355A1079,187450.0,2017,1,0.0070059,0.0,0.00479351,0.0,0.00479351
US2935941078,39251.0,2022,3,0.004408818,0.0,0.001603206,-0.001202405,0.000400802
US2941001024,4418.0,2014,4,0.000476644,0.0,0.0,0.0,0.0
US29415C1018,37392.0,2024,4,0.007440476,0.000297619,0.000595238,-0.000297619,0.000297619
US29444U7000,138743.0,2022,2,0.000336361,0.0,0.0,-0.000336361,-0.000336361
US2971781057,30293.0,2022,1,0.001053741,0.000263435,0.000263435,-0.000263435,0.0
US3006451088,4476.0,2003,1,0.001041112,0.0,0.000340832,-0.000466853,-0.000126022
US30219G1085,25356.0,2015,4,0.000555556,0.0,0.0,0.0,0.0
US30223G1022,39636.0,2022,1,0.000628141,0.0,0.000628141,-0.00031407,0.00031407
US30231G1022,4503.0,2022,2,0.002516515,0.000314564,0.000943693,-0.000314564,0.000629129
US3024451011,28477.0,2012,2,0.000383436,0.0,0.000383436,0.0,0.000383436
US30603D1090,14868.0,2015,1,0.000847458,0.000423729,0.0,-0.000423729,-0.000423729
US3070001090,4560.0,2002,4,0.000189107,0.0,0.000189107,0.0,0.000189107
US30712A1034,178750.0,2015,2,0.000510986,0.0,0.000510986,0.0,0.000510986
US30712A1034,178750.0,2016,3,0.001501502,0.0,0.0,0.0,0.0
US3135861090,4601.0,2021,3,0.002358491,0.0,0.0,-0.002358491,-0.002358491
US3138551086,4608.0,2022,2,0.001805054,0.0,0.001083032,-0.000361011,0.000722022
US31428X1063,4598.0,2004,1,0.000367512,0.000367512,0.000367512,-0.000367512,0.0
US31428X1063,4598.0,2006,1,0.00036324,0.0,0.00036324,0.0,0.00036324
US3152931008,13962.0,2012,4,0.00035137,0.0,0.0,0.0,0.0
US31573A1097,30806.0,2017,3,0.002222222,0.000444444,0.000888889,-0.001333333,-0.000444444
US31620M1062,165993.0,2004,3,0.000629611,0.0,0.000137969,0.0,0.000137969
US31680Q1040,19026.0,2019,1,0.000369959,0.0,0.0,0.0,0.0
US31847R1023,184899.0,2024,4,0.000612745,0.0,0.0,0.0,0.0
US32006W1062,28620.0,2015,2,0.000540541,0.0,0.000540541,0.0,0.000540541
US3205171057,4737.0,2014,2,0.00050226,0.0,0.001506781,0.0,0.001506781
US3205171057,4737.0,2024,1,0.000369004,0.0,0.0,0.0,0.0
US3364331070,175404.0,2011,4,0.011274935,0.0,0.005203816,-0.00318011,0.002023706
US3383071012,19908.0,2023,4,0.000584283,0.0,0.0,0.0,0.0
US34354P1057,4108.0,2010,1,0.003372681,0.0,0.001927246,0.0,0.001927246
US3453708600,4839.0,2010,1,0.002001371,0.0,0.001302071,-0.00090247,0.0003996
US34959E1091,183377.0,2014,4,0.000105887,0.0,0.0,0.0,0.0
US34988V1061,28118.0,2009,1,0.000270563,0.0,0.0,0.0,0.0
US35471R1068,163884.0,2013,3,0.001839926,0.0,0.0,0.0,0.0
US3570231007,162742.0,2007,2,0.003643725,0.000809717,0.002834008,-0.001214575,0.001619433
US35906A3068,135484.0,2004,1,0.00057241,0.0,0.0,-0.00057241,-0.00057241
US35952H6018,25430.0,2018,2,0.020307894,0.000327547,0.005568293,-0.001310187,0.004258107
US35952H6018,25430.0,2020,1,0.022255993,0.000148633,0.017192067,-0.002516336,0.014675731
US35952W1036,12559.0,2011,3,0.00742268,0.0,0.000412371,0.0,0.000412371
US36112J1079,186683.0,2012,2,0.000281294,0.0,0.000281294,0.0,0.000281294
US36467X2062,271745.0,2021,2,0.000576369,0.0,0.0,0.0,0.0
US36555P1075,30098.0,2017,3,0.002101944,0.000262743,0.000262743,-0.000525486,-0.000262743
US3693001089,25405.0,2009,2,0.004388852,0.000219443,0.000219443,-0.000438885,-0.000219443
US3703341046,5071.0,2002,1,0.000660284,0.0,0.000330142,0.0,0.000330142
US3719011096,5116.0,2015,1,0.002367985,0.000236798,0.000473597,-0.000473597,0.0
US3724601055,5125.0,2018,2,0.000309789,0.0,0.000309789,-0.000309789,0.0
US3789734080,175523.0,2010,2,0.001063264,0.0,0.0,0.0,0.0
US3793361003,27816.0,2008,4,0.000399042,0.0,0.0,0.0,0.0
US3793782018,23996.0,2019,4,0.000704225,0.0,0.0,0.0,0.0
US37946R1095,163935.0,2023,4,0.003378378,0.0,0.0,0.0,0.0
US3824108431,8387.0,2014,1,0.000269469,0.0,0.000269469,0.0,0.000269469
US3989051095,65718.0,2003,1,0.001272804,0.0,0.0,-0.001272804,-0.001272804
US40171F5017,65016.0,2004,2,0.000734214,0.0,0.0,-0.000734214,-0.000734214
US4051661092,38237.0,2023,3,0.000775194,0.0,0.0,0.0,0.0
US40609P1057,19129.0,2021,1,0.011437908,0.000544662,0.0,-0.002178649,-0.002178649
US4062161017,5439.0,2005,1,0.000271223,0.0,0.000271223,0.0,0.000271223
US40637H1095,151630.0,2016,1,0.000411353,0.0,0.0,-0.000411353,-0.000411353
US4103451021,175319.0,2020,2,0.000405351,0.0,0.0,0.0,0.0
US4113072007,175978.0,2011,2,0.000541419,0.0,0.0,0.0,0.0
US4130861093,12788.0,2015,1,0.000831025,0.0,0.000277008,0.0,0.000277008
US4138751056,5492.0,2013,2,0.000750469,0.0,0.000375235,0.0,0.000375235
US4158641070,5496.0,2024,3,0.004530744,0.0,0.000647249,-0.001941748,-0.001294498
US42226A1079,20823.0,2015,2,0.000672043,0.0,0.000336022,0.0,0.000336022
US42250P1030,13125.0,2020,1,0.000206569,0.000206569,0.0,0.0,0.0
US4228061093,5567.0,2021,4,0.000243072,0.0,0.000243072,0.0,0.000243072
US4228191023,120048.0,2014,1,0.001091703,0.0,0.000545852,0.0,0.000545852
US42330P1075,65006.0,2017,4,0.001165501,0.0,0.0,0.0,0.0
